Country,JobSatisfaction,CareerSatisfaction
Germany,8,9
Germany,9,9
Netherlands,9,9
United Kingdom,7,9
Netherlands,NA,NA
India,8,9
France,9,9
India,7,9
United States,NA,NA
Netherlands,10,9
Italy,10,9
India,7,9
Germany,8,9
Italy,9,9
Germany,NA,NA
France,9,9
India,9,9
India,9,9
United States,8,9
United Kingdom,NA,NA
Germany,NA,NA
United States,8,9
United Kingdom,8,9
United States,NA,NA
United Kingdom,9,9
India,2,9
Canada,8,9
Belgium,8,9
United States,9,9
United States,7,9
Germany,9,9
India,8,9
United Kingdom,9,9
Brazil,7,9
United Kingdom,9,9
Germany,10,9
United Kingdom,8,9
United States,9,9
United States,NA,NA
United Kingdom,8,9
France,5,9
United States,10,9
United Kingdom,9,9
France,NA,9
Belgium,9,9
United States,9,9
United Kingdom,9,9
United Kingdom,7,9
United Kingdom,8,9
United States,8,9
Germany,10,9
United Kingdom,7,9
United Kingdom,6,9
France,9,9
United States,7,9
India,9,9
United States,8,9
Canada,8,9
United States,NA,NA
United States,7,9
United States,9,9
Italy,NA,NA
United States,8,9
United States,9,9
United States,9,9
India,NA,9
Canada,9,9
United States,9,9
United States,7,9
United States,9,9
India,NA,NA
United States,8,9
United States,8,9
France,8,9
Canada,NA,NA
United Kingdom,8,9
United States,NA,NA
United States,NA,NA
United Kingdom,NA,9
India,NA,NA
United States,7,9
United States,9,9
United States,NA,NA
United States,NA,NA
United States,9,9
United States,NA,NA
Canada,8,9
United Kingdom,6,9
Brazil,NA,NA
United Kingdom,9,9
United States,5,9
United States,9,9
United States,7,9
United States,4,9
Canada,7,9
United Kingdom,7,9
United States,9,9
United States,4,9
United Kingdom,8,9
India,NA,NA
United States,8,9
United States,9,9
Canada,9,9
Belgium,6,9
United Kingdom,10,9
United Kingdom,NA,NA
United Kingdom,NA,NA
United States,8,9
United States,9,9
India,NA,NA
United States,9,9
United States,NA,NA
United Kingdom,8,9
United States,10,9
France,NA,NA
Canada,9,9
Canada,7,9
United States,7,9
United States,2,9
Australia,9,9
Brazil,9,9
United Kingdom,NA,NA
United States,8,9
France,9,9
United States,9,9
Brazil,8,9
Germany,NA,NA
Germany,7,9
United States,7,9
Canada,8,9
United States,NA,9
United States,9,9
United States,8,9
United States,8,9
United States,9,9
India,6,9
United States,9,9
India,7,9
India,NA,NA
India,10,9
Bulgaria,9,9
United States,9,9
Germany,NA,NA
India,8,9
France,9,9
India,NA,9
India,NA,NA
India,9,9
United Kingdom,9,9
United Kingdom,8,9
India,NA,NA
India,NA,NA
India,9,9
Australia,8,9
United States,NA,NA
United Kingdom,8,9
United Kingdom,7,9
India,9,9
India,6,9
United States,NA,NA
Germany,9,9
United States,NA,NA
France,8,9
Australia,NA,NA
India,7,9
India,8,9
Brazil,3,9
United Kingdom,9,9
France,9,9
Australia,6,9
Germany,9,9
Germany,NA,NA
India,8,9
Italy,8,9
United Kingdom,9,9
India,7,9
India,8,9
India,NA,NA
Netherlands,9,9
India,9,9
Germany,8,9
United Kingdom,3,9
Netherlands,10,9
United States,4,9
France,8,9
United States,10,9
France,9,9
Germany,7,9
Canada,9,9
United Kingdom,9,9
United States,6,9
United States,8,9
Canada,9,9
Brazil,9,9
United States,7,9
Canada,9,9
United Kingdom,NA,NA
Germany,7,9
Germany,7,9
United States,NA,NA
Canada,9,9
Germany,9,9
France,NA,NA
Germany,9,9
Bulgaria,9,9
United Kingdom,4,9
United States,9,9
Italy,9,9
Bulgaria,9,9
Germany,8,9
Germany,9,9
Germany,9,9
United States,9,9
United States,9,9
United States,9,9
United States,9,9
Germany,8,9
United Kingdom,8,9
Italy,5,9
Italy,9,9
Canada,9,9
United Kingdom,9,9
Italy,8,9
United Kingdom,9,9
France,9,9
United Kingdom,7,9
Canada,9,9
United States,9,9
United States,7,9
United States,9,9
United States,9,9
United States,4,9
Canada,8,9
United States,9,9
Canada,10,9
United Kingdom,8,9
United States,8,9
Canada,NA,NA
Canada,NA,9
United States,7,9
United Kingdom,NA,NA
United States,9,9
United Kingdom,7,9
United States,10,9
United States,9,9
United States,10,9
Brazil,8,9
Netherlands,9,9
United States,9,9
United States,9,9
Netherlands,9,9
United States,8,9
United States,10,9
United States,10,9
United Kingdom,NA,NA
United States,6,9
United States,10,9
Germany,4,9
United States,NA,NA
Canada,8,9
United Kingdom,NA,9
United States,9,9
Canada,NA,NA
United States,9,9
Canada,7,9
Canada,NA,9
Germany,8,9
France,9,9
United States,10,9
Germany,NA,NA
United States,9,9
United States,6,9
United States,8,9
United States,8,9
Canada,9,9
Australia,NA,NA
Canada,NA,NA
United States,9,9
United States,NA,NA
Germany,NA,NA
Italy,NA,NA
United Kingdom,10,9
United States,9,9
France,7,9
Germany,8,9
United States,NA,NA
Brazil,NA,NA
United States,8,9
Germany,9,9
Canada,8,9
United States,7,9
Canada,9,9
United States,8,9
Australia,3,9
United States,NA,NA
United States,10,9
United States,NA,NA
United States,8,9
India,NA,NA
Canada,NA,9
Australia,9,9
United States,6,9
Australia,2,9
Australia,9,9
Canada,9,9
Canada,9,9
United States,8,9
India,NA,NA
India,NA,NA
India,9,9
France,NA,NA
Germany,9,9
Germany,9,9
India,9,9
India,5,9
United Kingdom,9,9
India,9,9
Germany,9,9
United Kingdom,9,9
Germany,9,9
United Kingdom,NA,NA
India,NA,NA
Germany,10,9
France,9,9
Germany,9,9
India,5,9
United States,6,9
India,5,9
Germany,NA,NA
United States,NA,NA
United Kingdom,8,9
India,5,9
Canada,9,9
United Kingdom,9,9
India,8,9
United Kingdom,9,9
Germany,9,9
United States,4,9
India,8,9
United States,7,9
Netherlands,NA,NA
Germany,9,9
United Kingdom,7,9
United States,NA,NA
France,NA,NA
Canada,NA,NA
United Kingdom,10,9
Germany,5,9
Germany,7,9
United States,9,9
United States,NA,NA
United States,7,9
Germany,7,9
France,NA,9
United States,8,9
United States,6,9
France,8,9
United States,NA,NA
United Kingdom,9,9
Germany,9,9
United States,8,9
United States,NA,NA
Germany,8,9
United States,8,9
United States,NA,NA
United Kingdom,6,9
Germany,NA,NA
India,NA,NA
United States,NA,NA
France,9,9
Bangladesh,3,9
United Kingdom,9,9
Canada,8,9
Canada,9,9
France,9,9
United States,2,9
United States,7,9
United States,9,9
United States,10,9
Canada,1,9
United Kingdom,9,9
United States,8,9
Germany,9,9
United Kingdom,9,9
Bulgaria,8,9
United States,7,9
India,10,9
United States,7,9
United States,NA,NA
India,6,9
United States,7,9
United States,9,9
Canada,8,9
United States,10,9
United States,9,9
United States,9,9
United States,3,9
Germany,9,9
United States,9,9
United Kingdom,9,9
United States,9,9
Germany,7,9
France,9,9
India,9,9
United States,6,9
United States,7,9
United States,9,9
Canada,8,9
Canada,8,9
United States,9,9
Australia,8,9
United States,9,9
United States,9,9
Cameroon,NA,NA
Canada,NA,9
United States,10,9
United States,9,9
Germany,NA,NA
United States,7,9
United States,7,9
United States,10,9
United States,9,9
United States,7,9
Germany,9,9
Germany,7,9
India,9,9
United States,8,9
United Kingdom,8,9
Germany,7,9
Germany,8,9
United Kingdom,9,9
United Kingdom,8,9
Germany,10,9
United States,7,9
United Kingdom,9,9
France,8,9
France,9,9
United States,NA,NA
France,8,9
United Kingdom,6,9
United Kingdom,9,9
India,9,9
Germany,9,9
United Kingdom,9,9
United Kingdom,10,9
United States,NA,NA
France,8,9
India,NA,9
India,8,9
France,8,9
United Kingdom,10,9
United States,NA,NA
Brazil,10,9
United Kingdom,9,9
United Kingdom,8,9
United Kingdom,9,9
France,9,9
United Kingdom,9,9
United States,10,9
Canada,8,9
United States,8,9
Germany,10,9
United States,9,9
Jamaica,6,9
Germany,10,9
Germany,NA,NA
Italy,8,9
United States,4,9
United States,9,9
United States,7,9
United States,6,9
Canada,NA,9
United States,9,9
United States,9,9
United States,9,9
Brazil,9,9
Germany,NA,NA
United States,7,9
Germany,8,9
Germany,NA,9
United Kingdom,9,9
India,NA,NA
United States,8,9
Germany,NA,9
United Kingdom,9,9
United States,9,9
United Kingdom,9,9
United States,2,9
Brazil,NA,NA
United States,8,9
United States,8,9
United Kingdom,9,9
France,9,9
Germany,9,9
United States,9,9
France,9,9
Canada,8,9
Germany,9,9
United Kingdom,6,9
United States,9,9
United States,9,9
India,7,9
United States,9,9
United States,9,9
Canada,9,9
United States,9,9
France,9,9
India,5,9
United Kingdom,NA,NA
Bulgaria,7,9
Brazil,9,9
United States,9,9
United States,NA,NA
United States,9,9
United States,9,9
United States,8,9
Canada,9,9
United States,6,9
United Kingdom,9,9
United Kingdom,8,9
Germany,10,9
Canada,NA,NA
United States,6,9
United States,9,9
United States,NA,NA
United States,7,9
Canada,10,9
United States,NA,NA
Germany,9,9
United States,NA,NA
United States,8,9
India,NA,NA
United States,NA,NA
Australia,NA,NA
United States,NA,NA
Canada,9,9
United States,9,9
United States,9,9
United States,10,9
United States,8,9
France,8,9
United States,9,9
China,NA,NA
United States,9,9
United Kingdom,8,9
France,8,9
United States,9,9
United Kingdom,NA,NA
United States,9,9
Germany,8,9
France,NA,NA
United States,10,9
United States,9,9
Germany,NA,NA
United Kingdom,9,9
United States,9,9
United States,9,9
United States,9,9
United States,8,9
Italy,NA,NA
United States,8,9
United Kingdom,8,9
United States,9,9
United States,NA,NA
United States,10,9
India,8,9
United States,9,9
United Kingdom,9,9
Germany,9,9
India,6,9
India,8,9
Germany,9,9
Germany,8,9
Netherlands,6,9
Germany,10,9
Germany,9,9
India,NA,NA
India,9,9
India,8,9
France,7,9
United Kingdom,9,9
United States,NA,NA
India,NA,NA
India,7,9
United Kingdom,8,9
Germany,8,9
Germany,NA,NA
India,9,9
Germany,NA,NA
United States,9,9
Germany,9,9
France,9,9
United Kingdom,9,9
India,9,9
Australia,NA,NA
United States,NA,NA
United Kingdom,7,9
Germany,8,9
United Kingdom,9,9
United States,7,9
United Kingdom,8,9
Germany,7,9
United Kingdom,9,9
Germany,8,9
Germany,7,9
Germany,9,9
United States,8,9
Germany,NA,NA
Germany,9,9
Canada,9,9
United States,8,9
Germany,8,9
United States,8,9
Germany,9,9
Brazil,9,9
Germany,9,9
Germany,7,9
Brazil,10,9
Germany,9,9
France,9,9
United Kingdom,9,9
Germany,9,9
Germany,10,9
United States,8,9
United States,9,9
Germany,NA,NA
Germany,9,9
United Kingdom,9,9
United States,8,9
United Kingdom,8,9
Brazil,9,9
United Kingdom,8,9
United Kingdom,9,9
India,9,9
Canada,9,9
Germany,8,9
Germany,9,9
Germany,2,9
France,8,9
United States,NA,NA
Brazil,8,9
France,NA,NA
United States,4,9
Brazil,9,9
Germany,NA,NA
United States,7,9
France,NA,NA
United States,9,9
United States,6,9
Italy,NA,NA
United States,8,9
Canada,9,9
Germany,NA,9
United States,9,9
United Kingdom,9,9
United States,10,9
United States,8,9
United States,NA,NA
Germany,6,9
United States,NA,NA
Brazil,NA,NA
France,9,9
Canada,9,9
United States,9,9
Canada,9,9
United States,8,9
United States,7,9
United Kingdom,10,9
Bulgaria,8,9
Canada,NA,NA
Italy,NA,9
Germany,9,9
Canada,8,9
United States,4,9
United Kingdom,8,9
Australia,NA,NA
Germany,9,9
Canada,7,9
United States,9,9
United States,6,9
United Kingdom,NA,NA
United States,8,9
United States,8,9
United States,9,9
Germany,10,9
United States,9,9
India,NA,NA
United States,9,9
Brazil,NA,9
China,8,9
United States,9,9
United States,8,9
Canada,NA,9
United States,7,9
Australia,9,9
India,NA,NA
United States,7,9
United Kingdom,NA,NA
Canada,9,9
United States,10,9
United States,10,9
United States,8,9
India,7,9
United States,9,9
United States,NA,NA
United States,8,9
Australia,9,9
Canada,9,9
United States,9,9
United States,9,9
United States,8,9
Germany,9,9
Canada,9,9
United States,9,9
United States,7,9
United States,9,9
United States,9,9
Germany,8,9
India,10,9
India,3,9
India,8,9
France,7,9
United Kingdom,8,9
United Kingdom,9,9
Australia,7,9
France,7,9
United Kingdom,NA,NA
Germany,NA,9
India,10,9
India,9,9
United States,9,9
United States,3,9
United Kingdom,9,9
United States,NA,NA
United States,9,9
United States,8,9
United States,9,9
Italy,9,9
United States,8,9
United States,9,9
United States,9,9
United Kingdom,8,9
United Kingdom,8,9
United Kingdom,NA,NA
United Kingdom,8,9
Bulgaria,8,9
United States,9,9
United Kingdom,6,9
United States,8,9
United States,4,9
United States,8,9
United States,10,9
United States,9,9
Canada,NA,NA
United States,NA,NA
Bulgaria,NA,NA
India,9,9
United States,NA,NA
Germany,8,9
Canada,9,9
United Kingdom,6,9
United Kingdom,9,9
India,8,9
Italy,NA,9
United Kingdom,9,9
United States,9,9
United States,9,9
Germany,9,9
United Kingdom,7,9
Belgium,8,9
United Kingdom,9,9
United States,6,9
Canada,7,9
United States,10,9
United States,9,9
Brazil,7,9
United States,8,9
United States,NA,9
India,NA,NA
United States,9,9
United Kingdom,NA,NA
United States,9,9
United States,9,9
United States,8,9
United States,9,9
India,9,9
Netherlands,NA,NA
India,9,9
United States,4,9
United States,8,9
United States,NA,9
India,9,9
United States,9,9
United Kingdom,9,9
Bulgaria,8,9
United States,8,9
United States,NA,NA
United Kingdom,3,9
India,NA,9
Netherlands,7,9
United States,NA,NA
United Kingdom,9,9
Canada,8,9
India,9,9
Netherlands,9,9
United Kingdom,8,9
United Kingdom,NA,9
Brazil,9,9
Germany,10,9
United Kingdom,8,9
United States,9,9
Germany,8,9
Germany,9,9
United Kingdom,9,9
Canada,6,9
United Kingdom,9,9
Canada,9,9
Canada,NA,NA
United Kingdom,NA,NA
United Kingdom,8,9
United Kingdom,9,9
United States,6,9
Germany,7,9
United States,9,9
Canada,9,9
United States,NA,NA
India,6,9
Germany,8,9
Germany,9,9
United States,6,9
Germany,9,9
United States,9,9
United States,8,9
United States,NA,NA
United Kingdom,9,9
Germany,10,9
United Kingdom,9,9
United States,9,9
United States,6,9
United Kingdom,9,9
Italy,6,9
Germany,6,9
United States,9,9
United States,9,9
United States,9,9
India,7,9
United States,8,9
Canada,9,9
United States,NA,9
United States,8,9
United States,9,9
Netherlands,8,9
United Kingdom,10,9
United States,10,9
Canada,8,9
United States,8,9
United States,NA,9
United States,9,9
United States,6,9
United Kingdom,NA,NA
United States,NA,9
United States,8,9
Canada,9,9
Canada,10,9
United States,9,9
United States,8,9
India,8,9
India,NA,NA
India,8,9
India,5,9
India,7,9
India,9,9
India,7,9
India,9,9
Brazil,6,NA
Germany,NA,NA
India,9,9
United Kingdom,NA,9
Germany,NA,NA
Belgium,6,9
Netherlands,8,9
India,NA,NA
India,NA,NA
United States,NA,NA
India,6,9
Netherlands,9,9
India,8,9
India,9,9
Netherlands,9,9
India,7,9
Germany,10,9
Canada,NA,NA
Canada,9,9
United Kingdom,9,9
United Kingdom,9,9
United Kingdom,8,9
Germany,9,9
India,9,9
Germany,7,9
United States,NA,NA
Canada,9,9
United States,NA,NA
Germany,9,9
Germany,7,9
United States,9,9
Belgium,9,9
India,1,9
India,8,9
United Kingdom,9,9
United States,8,9
Italy,9,9
Germany,9,9
Bulgaria,8,9
United Kingdom,NA,9
Germany,8,9
United States,10,9
United Kingdom,9,9
India,9,9
United States,9,9
Bulgaria,10,9
United States,10,9
France,7,9
United States,7,9
United States,9,9
India,NA,NA
United Kingdom,9,9
India,9,9
United Kingdom,9,9
Germany,9,9
United Kingdom,8,9
United States,5,9
United Kingdom,9,9
France,9,9
United States,7,9
United States,8,9
United States,9,9
United Kingdom,6,9
United States,10,9
United States,9,9
United Kingdom,8,9
Germany,9,9
Netherlands,8,9
United Kingdom,NA,NA
United States,9,9
United States,NA,NA
Germany,7,9
Netherlands,NA,NA
United States,9,9
United Kingdom,9,9
United States,8,9
France,8,9
United States,NA,NA
Germany,8,9
United States,9,9
United States,9,9
United Kingdom,9,9
United States,NA,NA
India,NA,NA
United States,7,9
United States,10,9
Germany,7,9
Canada,8,9
Canada,10,9
United States,7,9
Germany,7,9
United States,7,9
India,8,9
United States,7,9
United States,7,9
Brazil,9,9
United States,NA,NA
United States,9,9
United States,8,9
United States,8,9
United States,9,9
United States,8,9
Canada,9,9
Italy,7,9
United States,8,9
United Kingdom,9,9
United States,3,9
India,NA,NA
India,NA,NA
United States,7,9
United Kingdom,10,9
United States,6,9
India,NA,NA
United States,9,9
United States,9,9
United States,6,9
United States,8,9
Canada,9,9
United States,3,9
Australia,8,9
France,NA,NA
United States,9,9
United States,9,9
